"customer_key","gender","name","city","state_code","state","zip_code","country","continent","birthday","first_purchase_date","last_purchase_date","lifetime_spend","total_orders","months_since_first_purchase"
1816681,Male,Randy Turner,Churchville,PA,Pennsylvania,"18966",United States,North America,1964-01-30,2017-10-13,2020-02-15,5232.90,4,40
1816741,Male,Fred Gloria,Countryside,FL,Florida,"34619",United States,North America,1945-03-10,2018-02-09,2020-03-10,5078.66,4,36
1816999,Male,Allan Duffy,Garfield Heights,OH,Ohio,"44125",United States,North America,1968-11-22,2016-12-15,2021-02-03,4863.37,2,50
1817365,Male,Gene Norton,West Chicago,IL,Illinois,"60185",United States,North America,1982-12-05,,,,,
1817382,Male,Jason McGee,New Orleans,LA,Louisiana,"70087",United States,North America,1956-07-26,2017-10-26,2019-03-09,2686.22,3,40
1817900,Male,Ernesto Oswald,Oakland,CA,California,"94609",United States,North America,1951-07-15,2017-11-07,2020-11-14,2728.03,2,39
1818102,Male,Tyrone Lewis,Sturtevant,WI,Wisconsin,"53177",United States,North America,1954-06-12,2016-11-24,2019-10-09,35806.19,6,51
1818186,Male,Ronald Barron,Grand Rapids,MI,Michigan,"49503",United States,North America,1998-01-29,2018-11-05,2020-03-14,755.92,2,27
1818370,Female,Amber Martinez,Virgie,KY,Kentucky,"41572",United States,North America,1938-01-08,2016-03-10,2020-08-22,14247.35,5,59
1818629,Male,Allen Simon,Charlotte,NC,North Carolina,"28202",United States,North America,1991-12-06,2020-01-02,2020-01-02,480.00,1,13
1819014,Male,Reginald Mahar,Louisville,KY,Kentucky,"40202",United States,North America,1966-08-02,2016-11-21,2016-11-21,155.36,1,51
1819071,Male,Michael Stark,Clearfield,UT,Utah,"84015",United States,North America,1940-03-09,2017-11-14,2017-11-14,1282.37,1,39
1819146,Female,Charity Meyer,El Paso,TX,Texas,"79936",United States,North America,1980-02-29,2018-07-22,2020-02-01,8043.65,4,31
1819180,Male,Travis Wilson,Cloverdale,IN,Indiana,"46120",United States,North America,1981-08-18,2019-10-24,2019-10-24,402.75,1,16
1819547,Female,Patricia Coleman,Smyrna,GA,Georgia,"30082",United States,North America,1962-09-09,2018-01-11,2020-03-11,5238.29,4,37
1819713,Female,Margot Miles,Cypress,TX,Texas,"77429",United States,North America,1953-09-01,2018-08-30,2020-02-05,7062.18,3,30
1819731,Female,Claudette Burt,Worcester,MA,Massachusetts,"1608",United States,North America,1965-11-18,2019-05-29,2019-05-29,559.96,1,21
1820216,Female,Vickie Goodman,Boston,MA,Massachusetts,"2115",United States,North America,1946-12-31,2016-10-22,2016-10-22,2689.99,1,52
1820542,Male,Preston Fassett,Chillicothe,MO,Missouri,"64601",United States,North America,1990-05-27,,,,,
1820710,Male,Jeffrey Medeiros,Muskegon,MI,Michigan,"49470",United States,North America,1983-01-01,,,,,
1820782,Male,Markus Bennett,Washington,MD,Maryland,"20200",United States,North America,1961-04-09,,,,,
1820936,Male,Cliff Johnson,Pahala,HI,Hawaii,"96777",United States,North America,1957-11-28,2016-08-11,2020-06-11,5831.98,2,54
1821386,Female,Stephanie Orozco,Scott City,KS,Kansas,"67871",United States,North America,1942-01-05,2017-08-31,2019-12-31,5129.73,5,42
1822089,Female,Dorothy Robinson,Miami,FL,Florida,"33128",United States,North America,1944-05-02,2016-02-02,2019-01-05,6440.78,4,60
1822172,Female,Bonnie Pepper,New Carlisle,OH,Ohio,"45344",United States,North America,1943-12-27,2016-03-14,2019-09-21,8082.40,5,59
1823649,Male,Michael Thompson,Brighton,NY,New York,"14623",United States,North America,1983-08-26,2018-08-25,2020-05-16,5290.92,4,30
1825161,Male,Dennis Clouser,Los Angeles,CA,California,"90017",United States,North America,1936-07-13,,,,,
1825948,Male,William Youmans,Delft,MN,Minnesota,"56124",United States,North America,1968-07-08,2017-03-07,2020-12-24,1980.56,2,47
1993577,Male,Niels Schultz,East Lansing,MI,Michigan,"48823",United States,North America,1992-12-06,2019-05-18,2019-05-18,1072.00,1,21
1994181,Male,Harri Sepp�l�,Staten Island,NY,New York,"10301",United States,North America,1981-05-06,2018-01-06,2019-12-30,7038.93,3,37
1994581,Female,Eila Sarparanta,Columbia,CT,Connecticut,"6237",United States,North America,1977-06-26,2018-02-09,2018-02-09,5598.99,1,36
1994606,Male,Damjan Varga,Pine Bluff,AR,Arkansas,"71601",United States,North America,1990-07-14,2019-09-30,2019-09-30,4958.22,1,17
1994932,Female,Silke Fisher,Birmingham,AL,Alabama,"35222",United States,North America,1947-03-23,2020-05-30,2021-01-27,2424.70,2,9
1994967,Male,Borna Jelic,Wittenberg,WI,Wisconsin,"54499",United States,North America,1967-01-22,2018-12-14,2020-01-16,1212.00,2,26
1994972,Male,Vaden Quirion,Milwaukee,WI,Wisconsin,"53202",United States,North America,1987-05-27,2018-01-25,2019-09-15,3081.73,3,37
1995593,Male,Ulrich Urner,Oakland,CA,California,"94612",United States,North America,1947-01-09,2018-09-10,2019-07-20,1154.85,2,29
1995699,Female,Maria Poulsen,Pinehurst,GA,Georgia,"31070",United States,North America,1967-11-09,2017-07-31,2019-11-18,3152.75,2,43
1995928,Female,Marta Lukic,Geneva,IL,Illinois,"60134",United States,North America,1989-09-23,2020-06-05,2020-06-05,438.00,1,8
1996019,Male,Aapo Monto,Lexington,KY,Kentucky,"40505",United States,North America,1942-10-18,2017-12-23,2018-05-15,7457.45,2,38
1996108,Female,Helen Dunn,New Berlin,WI,Wisconsin,"53151",United States,North America,1937-04-08,2017-08-09,2020-04-30,6218.29,4,42
1996127,Male,Benjamin Oster,Austin,TX,Texas,"78701",United States,North America,1987-10-03,,,,,
1996351,Male,Casimiro Quesada,Lewisville,TX,Texas,"75067",United States,North America,1979-11-17,2019-08-01,2019-08-01,2029.50,1,18
1996488,Female,Aira Hahli,Schaefferstown,PA,Pennsylvania,"17067",United States,North America,1953-07-20,2019-12-26,2019-12-27,3199.80,2,14
1996680,Male,Jeremy Arrieta,Woburn,MA,Massachusetts,"1801",United States,North America,1969-01-15,2017-09-05,2017-09-05,40.55,1,41
1996797,Male,Finn Nilsen,Litile Egg Harbor To,NJ,New Jersey,"8087",United States,North America,1978-05-31,2018-06-15,2019-12-30,10933.13,5,32
1996847,Male,Gabriel Silva,Schaumburg,IN,Indiana,"60195",United States,North America,1970-07-22,2019-11-28,2021-02-03,2182.65,2,15
1997104,Male,Teuvo Nikkola,San Francisco,CA,California,"94103",United States,North America,1996-04-22,2018-12-12,2018-12-12,2453.29,1,26
1997221,Male,Seppo Taipale,Binghamton,NY,New York,"13901",United States,North America,1969-04-09,2016-07-14,2019-12-16,3553.66,4,55
1997765,Female,Sinikka Silvan,Bridgeport,NJ,New Jersey,"8014",United States,North America,1985-01-30,2016-12-12,2020-02-25,4955.83,5,50
1997780,Female,Jana Neumann,Elizabethtown,KY,Kentucky,"42701",United States,North America,1957-12-29,2018-09-21,2020-01-09,16439.61,5,29
1998481,Female,Mette Bruun,Nashville,TN,Tennessee,"37214",United States,North America,1956-06-08,2017-08-10,2021-01-23,10277.37,4,42
1998500,Male,Barry Gagn�,Sherman,TX,Texas,"75090",United States,North America,2001-04-23,,,,,
1999417,Male,Danilo Pinto,San Antonio,TX,Texas,"78205",United States,North America,1969-07-10,,,,,
1999721,Male,Tihomil Bo�ic,Honolulu,HI,Hawaii,"96819",United States,North America,1990-09-15,2017-02-25,2018-10-20,18230.28,3,48
1999911,Male,Torben Kjeldsen,Siesta Key,FL,Florida,"34242",United States,North America,1969-09-15,2019-10-23,2019-12-18,2415.94,2,16
2000732,Female,Sabina Jonasson,Honolulu,HI,Hawaii,"96813",United States,North America,1996-11-08,2018-09-19,2019-05-18,3260.61,3,29
2000872,Male,Jaroslav Bro�,Port Orange,FL,Florida,"32129",United States,North America,1984-09-14,2016-05-21,2016-07-14,211.98,2,57
2001416,Male,Marc Charron,Atlanta,GA,Georgia,"30329",United States,North America,1964-06-04,2019-07-16,2020-05-20,415.69,2,19
2001744,Female,Antonia Kovacic,East Douglas,MA,Massachusetts,"1516",United States,North America,1937-04-25,2019-05-31,2019-10-26,2310.34,2,21
1826200,Male,Ali Bentley,Dallas,TX,Texas,"75204",United States,North America,1940-11-26,2016-09-01,2020-05-08,4710.00,4,53
1826392,Male,Glenn Nall,Manvel,ND,North Dakota,"58256",United States,North America,1957-12-03,2019-02-20,2019-06-22,1108.90,2,24
1826459,Female,Melissa Garcia,Austin,TX,Texas,"78756",United States,North America,1955-07-17,2016-05-05,2020-05-11,6590.35,3,57
1826576,Male,Dewayne Sauceda,Bridgeview,IL,Illinois,"60455",United States,North America,1965-07-14,2017-10-07,2017-10-07,1652.19,1,40
1826676,Male,Randy Groves,Sheboygan Falls,WI,Wisconsin,"53085",United States,North America,1959-11-01,2016-08-20,2017-07-20,6121.00,2,54
1826974,Female,Thelma Timmons,Bloomfield Township,MI,Michigan,"48302",United States,North America,1948-01-21,2019-12-30,2019-12-30,323.40,1,14
1827075,Male,Frank Roberts,Scandia,KS,Kansas,"66966",United States,North America,1996-02-07,2018-05-23,2018-05-23,1198.98,1,33
1827136,Male,Allen Williams,Houston,TX,Texas,"77063",United States,North America,1946-07-22,2019-09-28,2019-12-26,7943.72,2,17
1827151,Male,Charles Kelso,Maypearl,TX,Texas,"76064",United States,North America,2000-03-27,,,,,
1827243,Female,Carolyn Major,Corpus Christi,TX,Texas,"78401",United States,North America,1978-03-03,2016-02-10,2019-12-30,11051.65,5,60
1827746,Male,Jerry Chavez,Norcross,GA,Georgia,"30071",United States,North America,1982-12-12,2019-02-16,2019-12-26,2891.89,2,24
1827887,Female,Frances Lankford,Los Angeles,CA,California,"90071",United States,North America,1992-11-12,,,,,
1828414,Male,Aaron Collis,Denver,CO,Colorado,"80221",United States,North America,1949-01-07,,,,,
1828948,Female,Delores Stephens,Indianapolis,IN,Indiana,"46204",United States,North America,1985-02-02,2017-02-17,2017-02-17,1964.85,1,48
1829007,Female,Alice Patton,Baltimore,MD,Maryland,"21202",United States,North America,1965-02-18,2016-11-17,2019-07-06,13069.95,6,51
1829280,Male,Tim Arnette,Redmond,OR,Oregon,"97756",United States,North America,1950-07-06,2016-08-26,2020-11-20,9968.93,4,54
1829833,Female,Paula Elliott,Southfield,MI,Michigan,"48075",United States,North America,1935-06-22,2018-09-11,2020-02-20,5574.49,3,29
1829841,Male,Ramon Nipper,West Roxbury,MA,Massachusetts,"2132",United States,North America,1954-10-26,2016-04-28,2016-04-28,6552.00,1,58
1830019,Female,Jill Grant,Austin,TX,Texas,"78746",United States,North America,1986-01-17,2016-08-10,2016-09-23,27973.95,2,54
1830367,Male,Emanuel Easley,Booneville,AR,Arkansas,"72927",United States,North America,1965-04-24,2017-12-22,2019-08-17,6113.45,4,38
1830954,Male,Don Martinez,Bloomfield Township,MI,Michigan,"48302",United States,North America,1941-01-19,2018-10-25,2020-03-02,1955.32,3,28
1831770,Female,Marie Phillips,Colorado Springs,CO,Colorado,"80903",United States,North America,1993-06-15,2017-02-16,2021-02-16,1738.40,2,48
1832415,Male,Miles Akers,Greenville,SC,South Carolina,"29601",United States,North America,1967-06-17,,,,,
1832926,Male,Neil Reeve,Houston,TX,Texas,"77032",United States,North America,1962-08-20,,,,,
1833076,Male,Edward Garcia,Rocky Mount,NC,North Carolina,"27801",United States,North America,1957-08-19,2017-11-21,2018-12-25,7035.83,2,39
1833460,Male,John Bishop,Norfolk,VA,Virginia,"23502",United States,North America,1971-03-19,2016-02-20,2020-02-21,21748.08,7,60
1833503,Female,Edith Jones,Port St Joe,FL,Florida,"32456",United States,North America,1996-11-22,2018-02-14,2020-08-27,4180.59,4,36
1833543,Male,Michael Scott,Mansfield,OH,Ohio,"44907",United States,North America,1959-10-04,2018-07-03,2020-09-12,8084.63,4,31
1833687,Female,Anna Armstrong,Sunnyvale,CA,California,"94089",United States,North America,1940-12-16,,,,,
1834027,Female,Misty Robinson,Turlock,CA,California,"95380",United States,North America,1977-05-05,,,,,
1834262,Male,Timothy Cook,Lexington,KY,Kentucky,"40505",United States,North America,1959-09-22,2017-10-18,2019-12-02,11227.45,3,40
1834537,Male,Ralph Parsons,Orono,ME,Maine,"4473",United States,North America,1983-02-03,2016-07-27,2019-10-10,989.13,2,55
2001808,Female,Karla Gunnarsson,Providence,RI,Rhode Island,"2908",United States,North America,1997-04-02,2019-09-03,2019-09-03,2948.67,1,17
2001917,Female,Ad�la�de Sabourin,Allison,CO,Colorado,"81121",United States,North America,1935-06-16,,,,,
2001941,Male,Jackson Bon,Bellfountain,OR,Oregon,"97456",United States,North America,1980-07-20,2020-06-06,2020-06-06,2364.57,1,8
2001951,Male,Adrian Abdi,New York,NY,New York,"10010",United States,North America,1994-10-13,2018-11-08,2020-07-10,426.99,2,27
2002311,Female,Bella Lister,Dallas,TX,Texas,"75247",United States,North America,1973-03-31,,,,,
2002685,Female,Amy Logan,Harrisville,MI,Michigan,"48740",United States,North America,1954-04-19,2017-01-19,2017-01-19,129.90,1,49
2002810,Female,Christin Durr,Mcallen,TX,Texas,"78501",United States,North America,1958-06-28,2018-12-17,2019-02-01,872.99,2,26
2002888,Female,Fayme Panetier,New York,NY,New York,"10007",United States,North America,1936-06-07,2017-09-09,2019-12-30,3300.96,2,41
2003153,Male,Jan Allan,Grand Rapids,MI,Michigan,"49508",United States,North America,1967-04-16,2018-02-16,2019-12-28,5977.18,4,36
2003172,Male,Henrik Lynge,Lancaster,SC,South Carolina,"29720",United States,North America,1982-03-29,,,,,
2003638,Male,Dante Henriksson,Kerrville,TX,Texas,"78028",United States,North America,1990-12-27,2018-05-07,2020-09-14,3489.08,3,33
2003705,Female,Wiktoria Pawlak,Silver Creek,NY,New York,"14136",United States,North America,1957-02-27,2021-02-18,2021-02-18,499.90,1,0
2003856,Male,Mikael Lange,Justice,IL,Illinois,"60458",United States,North America,1956-10-22,2019-02-21,2019-02-21,1865.20,1,24
2003997,Male,Zacharias Samuelsson,Philadelphia,PA,Pennsylvania,"19104",United States,North America,1979-02-08,2017-08-26,2019-10-31,10206.64,3,42
2004240,Male,Yamal Navarrete,Dallas,TX,Texas,"75247",United States,North America,2001-01-25,2020-12-12,2020-12-12,2083.69,1,2
2004284,Female,Adina Lindholm,Twin Falls,ID,Idaho,"83301",United States,North America,1984-02-14,2018-10-03,2020-12-26,8857.73,5,28
2004449,Male,Pavo Vidakovic,Detroit,MI,Michigan,"48219",United States,North America,1982-04-08,2017-10-12,2019-10-26,1464.60,2,40
2004576,Female,Kaja Dudek,Irvine,CA,California,"92664",United States,North America,1948-07-07,2020-02-19,2020-02-19,1902.80,1,12
2005336,Male,Augustyn Pawlak,Humphrey,NE,Nebraska,"68642",United States,North America,1980-10-10,2016-09-12,2016-09-12,1893.96,1,53
2005351,Female,Jasmin Watt,Augusta,GA,Georgia,"30901",United States,North America,2000-03-24,2016-10-08,2018-11-14,1212.98,2,52
2005452,Male,Libor Vacek,Miami,FL,Florida,"33127",United States,North America,1980-05-18,,,,,
2005495,Male,Isak Mathiassen,Chanute,KS,Kansas,"66720",United States,North America,1974-08-24,,,,,
2005718,Female,Apolonia Kalinowska,Salt Lake City,UT,Utah,"84104",United States,North America,1945-07-01,2018-06-16,2018-06-16,301.00,1,32
2006113,Male,Julian Ross,Frisco,TX,Texas,"75034",United States,North America,1949-02-11,2019-02-21,2019-12-31,2866.30,3,24
2006313,Male,Knud Rosing,Memphis,TN,Tennessee,"38141",United States,North America,1958-06-18,2016-08-02,2018-09-26,5636.28,2,54
2006704,Male,Jai Creal,New Carlisle,IN,Indiana,"46552",United States,North America,1977-03-19,2019-09-04,2019-12-24,3578.63,2,17
2007125,Male,Tomislav Cerkez,Woodbine,NJ,New Jersey,"8214",United States,North America,1965-12-30,2017-11-18,2019-09-06,4445.42,4,39
2007618,Male,Anders Berthelsen,Miami,FL,Florida,"33128",United States,North America,1992-10-11,2019-07-01,2019-07-01,149.95,1,19
2008177,Female,Keisha Duncan,Forsyth,GA,Georgia,"31029",United States,North America,1935-12-04,2018-12-14,2019-09-06,7630.05,2,26
2008468,Male,Yasin Pettersson,Marion,IL,Illinois,"62959",United States,North America,1982-09-19,2019-05-29,2019-05-29,1509.57,1,21
2009147,Female,Pauline Rosing,Athens,TX,Texas,"75751",United States,North America,1971-06-24,2021-01-26,2021-01-26,988.90,1,1
2009540,Female,Helene Berthelsen,Los Angeles,CA,California,"90017",United States,North America,1959-12-09,2020-01-04,2020-01-04,6094.95,1,13
2010083,Female,Vera Kah�nkov�,Port Hope,MI,Michigan,"48468",United States,North America,1962-03-13,,,,,
2010506,Male,Sini�a �imic,Lyndhurst,NJ,New Jersey,"7071",United States,North America,1959-08-03,2016-12-10,2019-11-07,1110.16,2,50
2010827,Male,Claro Orellana,Piscataway,NJ,New Jersey,"8854",United States,North America,2001-04-20,2019-01-12,2019-01-12,230.00,1,25
2011585,Female,Edra Crouch,Atlanta,GA,Georgia,"30308",United States,North America,1967-03-02,2019-11-30,2019-11-30,559.96,1,15
2011702,Female,Estelle Fitzgerald,Newark,NJ,New Jersey,"7102",United States,North America,1972-09-03,2020-02-29,2020-02-29,4079.00,1,12
2011787,Male,Kre�o Bacic,Chicago,IL,Illinois,"60605",United States,North America,1975-04-27,2016-04-27,2020-08-12,7638.58,4,58
2011796,Female,Ad�la Perutkov�,Wheeling,IL,Illinois,"60090",United States,North America,1982-02-20,2016-01-22,2016-02-24,22146.78,2,61
2012045,Male,Dawid Szczepanski,Orleans,MI,Michigan,"48865",United States,North America,1982-08-07,2017-08-26,2018-05-30,982.99,2,42
2013256,Male,Tom Fjeld,Austell,GA,Georgia,"30001",United States,North America,1953-05-07,,,,,
2013273,Male,Vitomir Cindric,Meriden,CT,Connecticut,"6450",United States,North America,1954-01-28,,,,,
2013759,Female,Mille Nilsen,Edgewood,MD,Maryland,"21040",United States,North America,1952-12-20,2020-09-26,2020-09-26,549.95,1,5
2014226,Male,Theodor Kristoffersen,Pittsburgh,PA,Pennsylvania,"15203",United States,North America,1973-01-08,2016-10-19,2019-12-23,16772.43,10,52
2014500,Female,Ella �berg,Marietta,GA,Georgia,"30067",United States,North America,1959-04-25,2019-06-09,2019-12-21,4998.70,2,20
2014737,Male,Alessandro Jim�nez,Chattanooga,TN,Tennessee,"37403",United States,North America,1982-10-16,2019-01-26,2019-06-20,1739.10,2,25
2014930,Male,Mieszko Zielinski,Los Angeles,CA,California,"90017",United States,North America,1975-06-08,2019-10-22,2020-02-08,3199.14,2,16
2015036,Male,Atanasio Morales,Ashland,KY,Kentucky,"41114",United States,North America,1980-01-19,2016-08-10,2019-07-15,3032.14,2,54
2015045,Male,Roger Ivarsson,Phoenix,AZ,Arizona,"85003",United States,North America,1988-10-02,2019-05-08,2019-05-08,2547.80,1,21
2015104,Female,Nicole Nesset,Saginaw,MI,Michigan,"48607",United States,North America,1980-07-28,2016-11-10,2016-11-10,5050.39,1,51
2015228,Female,Ursula Bumgarner,Lafayette,LA,Louisiana,"70506",United States,North America,1956-11-15,2017-12-01,2021-01-20,1533.99,3,38
2015373,Female,Lisa Calloway,Orlando,FL,Florida,"32801",United States,North America,1976-05-21,2019-09-24,2021-02-08,3908.97,2,17
2015453,Male,Robert Wilson,Cincinnati,OH,Ohio,"45202",United States,North America,1950-12-24,,,,,
2015614,Male,Malte Bergqvist,Cook,NE,Nebraska,"68329",United States,North America,1998-03-25,2019-10-21,2019-10-21,20.64,1,16
2016041,Male,Melvin Berg,Red Cloud,NE,Nebraska,"68970",United States,North America,1981-12-31,2019-06-07,2019-09-25,9090.79,2,20
2017937,Female,Constance Gonzalez,Chicago,IL,Illinois,"60605",United States,North America,1940-04-27,2016-12-31,2019-08-13,8835.98,2,50
2018228,Female,Jana Vodr�kov�,Columbus,MT,Montana,"59019",United States,North America,1944-12-13,,,,,
2018421,Male,Martin Kr�tk�,Cleveland,OH,Ohio,"44115",United States,North America,1975-08-18,2016-05-14,2020-02-15,11834.17,3,57
2018470,Female,Sienna Dickson,Harrisburg,PA,Pennsylvania,"17111",United States,North America,1979-09-20,,,,,
2019180,Male,Jerzy Nowakowski,Essex Junction,VT,Vermont,"5452",United States,North America,1985-03-16,2019-01-07,2020-02-26,6232.59,3,25
2019675,Male,Natan Thomson,Haynesville,LA,Louisiana,"71038",United States,North America,1966-09-04,2019-11-26,2019-11-26,436.90,1,15
2020068,Male,Atalo Carvajal,Simi Valley,CA,California,"93065",United States,North America,1956-09-24,2017-09-04,2019-09-10,1166.45,2,41
2020420,Male,Delfor Aguilera,Ulysses,KS,Kansas,"67880",United States,North America,1951-02-04,2019-02-15,2020-08-25,3334.67,4,24
2021353,Female,Hanne Nordby,Los Angeles,CA,California,"90017",United States,North America,1986-10-14,2018-06-02,2019-09-25,3715.78,4,32
1834579,Male,Walker Bell,Boise,ID,Idaho,"83702",United States,North America,1943-07-17,2017-11-07,2019-09-17,3585.94,4,39
1834856,Male,Rickie Gibson,Toledo,OH,Ohio,"43609",United States,North America,1980-09-07,2020-03-07,2020-03-07,3437.85,1,11
1835239,Male,Wilfredo Jones,New York,NY,New York,"10036",United States,North America,1955-07-30,2019-12-10,2019-12-10,7253.74,1,14
1835506,Female,Gina Tabb,Wichita,KS,Kansas,"67202",United States,North America,1940-09-07,2019-01-30,2020-06-09,6263.90,2,25
1835626,Female,Dorothy Ward,San Antonio,TX,Texas,"78212",United States,North America,1976-01-07,2019-05-06,2020-02-28,10301.40,3,21
1835733,Female,Kristi Turley,Baltimore,MD,Maryland,"21201",United States,North America,1970-10-19,2019-05-25,2019-05-25,4056.00,1,21
1835849,Female,Amanda Couture,Bowling Green,KY,Kentucky,"42101",United States,North America,1965-01-03,2018-08-29,2021-01-07,2332.90,3,30
1836318,Female,Katherine Red,Chicago,IL,Illinois,"60631",United States,North America,1988-03-20,2016-08-09,2020-02-07,5710.20,3,54
1836410,Female,Natalie Arias,San Francisco,CA,California,"94108",United States,North America,1983-06-25,2018-10-11,2020-02-18,9400.85,3,28
1837160,Male,Thomas Santiago,Oakland,CA,California,"94612",United States,North America,1957-01-22,,,,,
1837395,Male,David Moore,Philadelphia,PA,Pennsylvania,"19108",United States,North America,1936-10-12,2017-10-10,2020-12-19,3905.27,3,40
1837603,Male,Keith Whitney,Paso Robles,CA,California,"93446",United States,North America,1954-11-06,2018-09-24,2018-09-24,1843.94,1,29
1838182,Male,Salvador McCray,Manhattan,NY,New York,"10016",United States,North America,1960-08-05,,,,,
1838798,Female,Judith Post,Prue,OK,Oklahoma,"74060",United States,North America,1951-02-25,2016-12-14,2016-12-14,1107.25,1,50
1838833,Male,Graham Fouche,Carsonville,MI,Michigan,"48419",United States,North America,1954-02-05,2016-02-16,2019-03-08,6616.18,3,60
1838885,Female,Laurel Joseph,Huntsville,AL,Alabama,"35806",United States,North America,1982-04-23,2018-12-18,2018-12-18,544.30,1,26
1838893,Male,Donald Garcia,Fullerton,CA,California,"93632",United States,North America,1987-01-31,2016-08-19,2019-10-12,8704.56,4,54
1839336,Male,Jesus Perryman,Camillus,NY,New York,"13031",United States,North America,2000-11-03,2017-08-05,2019-03-08,7147.55,3,42
1839627,Male,William Falcon,Garfield Heights,OH,Ohio,"44125",United States,North America,1990-02-21,2016-01-02,2020-06-27,6808.83,4,61
1839784,Male,Emilio Winter,Knoxville,TN,Tennessee,"37902",United States,North America,1997-03-11,2018-12-20,2018-12-20,370.67,1,26
1839909,Male,John Miller,Houston,TX,Texas,"77014",United States,North America,1984-09-24,2018-01-11,2018-01-11,1812.84,1,37
1840147,Female,Noelle Gonzalez,Chicago,IL,Illinois,"60601",United States,North America,1935-08-14,2016-05-05,2016-05-05,5008.99,1,57
1840260,Female,Mary Slaughter,New Brunswick,NJ,New Jersey,"8901",United States,North America,1941-10-10,2018-08-29,2020-09-10,10774.86,4,30
1840664,Male,Theodore Stirling,Westland,MI,Michigan,"48185",United States,North America,2001-08-14,2016-12-17,2021-02-18,6256.61,3,50
1841548,Male,Vernon Domingo,Brentwood,CA,California,"94513",United States,North America,1989-10-27,2017-11-30,2019-07-04,2240.17,2,39
1841859,Female,Debra Clay,South Burlington,VT,Vermont,"5403",United States,North America,1947-04-22,2020-01-10,2020-01-10,4729.89,1,13
1842010,Female,Lisa Dubois,Boston,MA,Massachusetts,"2110",United States,North America,1944-09-22,2019-01-03,2019-01-03,215.00,1,25
1842041,Male,Harlan Haley,Fargo,ND,North Dakota,"58102",United States,North America,1976-07-10,2020-09-29,2020-09-29,168.00,1,5
1842058,Male,Danial Mayfield,San Diego,CA,California,"92111",United States,North America,1949-06-18,2018-11-06,2018-11-06,610.69,1,27
1842116,Male,William Burke,Miramar,FL,Florida,"33025",United States,North America,1989-09-19,2017-12-27,2019-01-12,1388.93,2,38
1842350,Male,Fred Kea,Pleasanton,CA,California,"94588",United States,North America,1984-09-17,2018-08-11,2019-05-13,7921.84,2,30
1842475,Male,David Thomas,Maryville,TN,Tennessee,"37801",United States,North America,1975-05-03,2021-02-18,2021-02-18,293.00,1,0
1842526,Female,Mary Moreno,Dale City,VA,Virginia,"22193",United States,North America,1959-11-11,2017-01-25,2017-01-25,3690.00,1,49
1843621,Female,Chiquita Barrios,Cincinnati,OH,Ohio,"45202",United States,North America,1955-10-20,2017-10-18,2018-11-28,7415.34,2,40
1843636,Male,Arron Carreon,Norwood,NY,New York,"13668",United States,North America,1985-10-04,2016-08-11,2021-02-17,10078.81,3,54
1843729,Female,Catherine Harper,Livonia,MI,Michigan,"48150",United States,North America,1996-06-03,2017-11-02,2017-11-02,297.00,1,39
1843780,Male,Shawn Grimes,Winchester,NH,New Hampshire,"3470",United States,North America,1957-03-06,2018-01-13,2019-05-24,4254.87,2,37
1843882,Female,Gloria Stewart,Westland,MI,Michigan,"48185",United States,North America,1973-10-13,2016-01-02,2020-09-28,12084.45,6,61
1844148,Female,Rose Thorp,Tonawanda,NY,New York,"14150",United States,North America,1965-06-03,2020-02-06,2020-02-06,1302.68,1,12
1844416,Male,Marion Hamblin,Rockford,MN,Minnesota,"55373",United States,North America,1993-12-30,2019-06-04,2021-02-13,3415.79,2,20
1844682,Male,Stephen Hamilton,Arlington,VA,Virginia,"22201",United States,North America,1937-09-07,2017-07-20,2017-07-20,1830.00,1,43
1845084,Male,David Gilmore,Bluefield,WV,West Virginia,"24701",United States,North America,2001-12-12,2016-02-16,2017-05-13,14359.09,2,60
1845277,Male,Justin Stanford,New York,NY,New York,"10029",United States,North America,1995-07-18,2016-06-02,2020-01-01,6938.42,5,56
1845761,Male,Chad Ash,Bolton,MA,Massachusetts,"1740",United States,North America,1980-04-18,,,,,
1845770,Male,Frederick Stubbs,N. Miami,FL,Florida,"33137",United States,North America,1981-03-12,2019-12-23,2019-12-23,598.90,1,14
1846531,Female,Mary Weingartner,Newark,NJ,New Jersey,"7102",United States,North America,1957-07-30,2018-10-23,2020-05-20,19425.38,3,28
1847006,Female,Stephanie Hayes,Elton,LA,Louisiana,"70532",United States,North America,1950-05-05,2019-06-13,2021-02-10,5731.13,3,20
1847047,Male,David Dixon,Rochelle Park,NJ,New Jersey,"7662",United States,North America,1965-09-13,2017-12-29,2019-11-09,2596.00,3,38
1847709,Male,Thomas Presley,Fort Wayne,IN,Indiana,"46818",United States,North America,1987-02-05,2016-12-29,2019-10-08,8390.87,3,50
1848327,Female,Veronica Holt,Sedona,AZ,Arizona,"86341",United States,North America,1973-06-09,2017-03-03,2020-07-02,8282.04,5,47
1848442,Male,Larry Lewis,Norton Shores,MI,Michigan,"49441",United States,North America,1966-04-04,2017-11-22,2018-01-04,6189.97,2,39
1848776,Male,Eugene Kyle,Dallas,TX,Texas,"75207",United States,North America,1997-07-10,2019-10-15,2019-10-15,3439.60,1,16
1849661,Female,Karen Howard,Omaha,NE,Nebraska,"68132",United States,North America,1957-11-04,2016-07-13,2019-12-24,6942.39,4,55
